C	V	Word	OrigRows
1	16	God	235
1	16	but	239
1	16	they	241
1	16	deny	241
1	16	him	241
1	16	by	240
1	16	their	238
1	16	actions	240
1	16	being	243
1	16	detestable	242
1	16	and	244
1	16	disobedient	245
1	16	and	246
1	16	unfit	251
1	16	for	247
1	16	any	248
1	16	good	250
1	16	work	249
2	1	But	253
2	1	you	252
2	1	speak	254
2	1	what	255
2	1	fits	256
2	1	with	257;259
2	1	sound	258
2	1	teaching	257;259
2	2	Older	260
2	2	men	260
2	2	are	262
2	2	to	262
2	2	be	262
2	2	temperate	261
2	2	dignified	263
2	2	sensible	264
2	2	sound	265
2	2	in	266;267
2	2	faith	266;267
2	2	in	268;269
2	2	love	268;269
2	2	and	270;271
2	2	in	270;271
2	2	perseverance	270;271
2	3	Older	272
2	3	women	272
2	3	likewise	273
2	3	are	273
2	3	to	273
2	3	be	273
2	3	reverent	276
2	3	in	274
2	3	behavior	275
2	3	not	277
2	3	slanderers	278
2	3	or	279
2	3	enslaved	282
2	3	to	280
2	3	much	281
2	3	wine	280
2	3	but	283
2	3	to	283
2	3	be	283
2	3	teachers	283
2	3	of	283
2	3	what	283
2	3	is	283
2	3	good	283
2	4	In	284
2	4	this	284
2	4	way	284
2	4	they	285
2	4	may	285
2	4	train	285
2	4	the	286
2	4	younger	287
2	4	women	287
2	4	to	289
2	4	be	289
2	4	lovers	288
2	4	of	288
2	4	their	288
2	4	husbands	288
2	4	and	290
2	4	lovers	290
2	4	of	290
2	4	their	290
2	4	children	290
2	5	to	291
2	5	be	291
2	5	sensible	291
2	5	pure	292
2	5	good	294
2	5	housekeepers	293
2	5	and	295
2	5	subject	295
2	5	to	296;298
2	5	their	296;298
2	5	own	297
2	5	husbands	296;298
2	5	so	299
2	5	that	299
2	5	the	301
2	5	word	302
2	5	of	303;304
2	5	God	303;304
2	5	may	305
2	5	not	300
2	5	be	305
2	5	insulted	305
2	6	In	308
2	6	the	308
2	6	same	308
2	6	way	308
2	6	exhort	309
2	6	the	306
2	6	younger	307
2	6	men	307
2	6	to	310
2	6	be	310
2	6	sensible	310
2	7	In	311
2	7	all	312
2	7	ways	312
2	7	present	314
2	7	yourself	313
2	7	as	315
2	7	an	315
2	7	example	315
2	7	of	317
2	7	good	316
2	7	works	317
2	7	In	318
2	7	the	319
2	7	teaching	320
2	7	be	321
2	7	uncorrupted	321
2	7	with	322
2	7	dignity	322
2	8	and	323
2	8	a	323
2	8	sound	324
2	8	message	323
2	8	that	325
2	8	is	325
2	8	above	325
2	8	criticism	325
2	8	so	326
2	8	that	326
2	8	the	327
2	8	opponent	328;329
2	8	may	330
2	8	be	330
2	8	ashamed	330
2	8	having	332
2	8	nothing	331
2	8	bad	336
2	8	to	333
2	8	say	333
2	8	about	334
2	8	us	335
2	9	Slaves	337
2	9	are	340
2	9	to	340
2	9	be	340
2	9	subject	340
2	9	to	339
2	9	their	338
2	9	own	338
2	9	masters	339
2	9	in	341
2	9	everything	342
2	9	to	344
2	9	be	344
2	9	pleasing	343
2	9	and	345
2	9	not	345
2	9	to	346
2	9	argue	346
2	10	not	347
2	10	to	348
2	10	steal	348
2	10	but	349
2	10	instead	349
2	10	to	352
2	10	demonstrate	352
2	10	all	350
2	10	good	353
2	10	faith	351
2	10	so	354
2	10	that	354
2	10	in	363
2	10	every	364
2	10	way	364
2	10	they	362
2	10	may	362
2	10	bring	362
2	10	credit	362
2	10	to	362
2	10	the	355
2	10	teaching	356
2	10	that	357
2	10	is	357
2	10	about	358
2	10	God	361
2	10	our	360
2	10	Savior	359
2	11	For	366
2	11	the	367
2	11	grace	368
2	11	of	369;370
2	11	God	369;370
2	11	has	365
2	11	appeared	365
2	11	for	371
2	11	salvation	371
2	11	to	373
2	11	all	372
2	11	men	373
2	12	training	374
2	12	us	375
2	12	so	376
2	12	that	376
2	12	rejecting	377
2	12	godlessness	378;379
2	12	and	380
2	12	worldly	381;382
2	12	passions	383
2	12	we	389
2	12	might	389
2	12	live	389
2	12	in	384
2	12	a	384
2	12	sensible	384
2	12	and	385
2	12	righteous	386
2	12	and	387
2	12	godly	388
2	12	way	388
2	12	in	390
2	12	the	391
2	12	present	392
2	12	age	393
2	13	while	394
2	13	we	394
2	13	look	394
2	13	forward	394
2	13	to	394
2	13	receiving	394
2	13	the	395
2	13	blessed	396
2	13	hope	397
2	13	and	398
2	13	appearing	399
2	13	of	400;401
2	13	the	400;401
2	13	glory	400;401
2	13	of	402;404
2	13	our	407
2	13	great	403
2	13	God	402;404
2	13	and	405
2	13	Savior	406
2	13	Jesus	408
2	13	Christ	409
2	14	He	410
2	14	gave	411
2	14	himself	412
2	14	for	413
2	14	us	414
2	14	in	415
2	14	order	415
2	14	to	416
2	14	redeem	416
2	14	us	417
2	14	from	418
2	14	all	419
2	14	lawlessness	420
2	14	and	421
2	14	to	422
2	14	purify	422
2	14	for	423
2	14	himself	423
2	14	a	424
2	14	special	425
2	14	people	424
2	14	zealous	426
2	14	for	428
2	14	good	427
2	14	works	428
2	15	Speak	430
2	15	of	429
2	15	these	429
2	15	things	429
2	15	and	431
2	15	exhort	432
2	15	and	433
2	15	rebuke	434
2	15	with	435
2	15	all	436
2	15	authority	437
2	15	Let	440
2	15	no	438
2	15	one	438
2	15	disregard	440
2	15	you	439
3	1	Remind	441
3	1	them	442
3	1	to	445
3	1	submit	445
3	1	to	443
3	1	rulers	443
3	1	and	444
3	1	authorities	444
3	1	to	446
3	1	obey	446
3	1	them	446
3	1	to	452
3	1	be	452
3	1	ready	451
3	1	for	447
3	1	every	448
3	1	good	450
3	1	work	449
3	2	to	454
3	2	revile	454
3	2	no	453
3	2	one	453
3	2	to	456
3	2	be	456
3	2	uncontentious	455
3	2	gentle	457
3	2	showing	459
3	2	all	458
3	2	humility	460
3	2	toward	461
3	2	all	462
3	2	men	463
3	3	For	465
3	3	once	466
3	3	we	468
3	3	also	467
3	3	were	464
3	3	foolish	469
3	3	and	470
3	3	disobedient	470
3	3	We	471
3	3	were	471
3	3	led	471
3	3	astray	471
3	3	and	472
3	3	enslaved	472
3	3	by	475
3	3	various	476
3	3	passions	473
3	3	and	474
3	3	pleasures	475
3	3	We	481
3	3	lived	481
3	3	in	477
3	3	evil	478
3	3	and	479
3	3	envy	480
3	3	detestable	482
3	3	and	483
3	3	hating	483
3	3	one	484
3	3	another	484
3	4	But	486
3	4	when	485
3	4	the	487
3	4	kindness	488
3	4	and	489
3	4	the	490
3	4	love	491
3	4	for	491
3	4	mankind	491
3	4	of	493;494
3	4	God	496
3	4	our	495
3	4	Savior	493;494
3	4	appeared	492
3	5	it	497
3	5	was	497
3	5	not	497
3	5	by	498
3	5	works	499
3	5	of	500;501;502
3	5	righteousness	500;501;502
3	5	that	503
3	5	we	505
3	5	did	504
3	5	but	506
3	5	by	507
3	5	his	509
3	5	mercy	508;510
3	5	that	511
3	5	he	511
3	5	saved	511
3	5	us	512
3	5	through	513
3	5	the	514
3	5	washing	514
3	5	of	515
3	5	new	515
3	5	birth	515
3	5	and	516
3	5	renewal	517
3	5	by	518
3	5	the	518
3	5	Holy	519
3	5	Spirit	518
3	6	whom	520
3	6	he	521
3	6	richly	524
3	6	poured	521
3	6	on	522
3	6	us	523
3	6	through	525
3	6	our	530
3	6	Savior	528;529
3	6	Jesus	526
3	6	Christ	527
3	7	so	531
3	7	that	531
3	7	having	532
3	7	been	532
3	7	justified	532
3	7	by	533;535
3	7	the	533;535
3	7	grace	533;535
3	7	of	534
3	7	that	534
3	7	one	534
3	7	we	537
3	7	might	537
3	7	become	537
3	7	heirs	536
3	7	according	538
3	7	to	538
3	7	certain	539
3	7	hope	539
3	7	of	540
3	7	eternal	541
3	7	life	540
3	8	This	543
3	8	message	544
3	8	is	542
3	8	trustworthy	542
3	8	and	545
3	8	I	548
3	8	want	548
3	8	you	549
3	8	to	550
3	8	insist	550
3	8	on	546
3	8	these	547
3	8	things	547
3	8	so	551
3	8	that	551
3	8	the	556
3	8	ones	556
3	8	having	557
3	8	believed	557
3	8	God	558
3	8	may	552
3	8	be	552
3	8	careful	552
3	8	to	555
3	8	engage	555
3	8	themselves	555
3	8	in	554
3	8	good	553
3	8	works	554
3	8	These	559
3	8	things	559
3	8	are	560
3	8	good	561
3	8	and	562
3	8	useful	563
3	8	for	564;565
3	8	men	564;565
3	9	But	567
3	9	avoid	576
3	9	foolish	566
3	9	debates	568
3	9	and	569
3	9	genealogies	570
3	9	and	571
3	9	strife	572
3	9	and	573
3	9	conflict	574
3	9	about	575
3	9	the	575
3	9	law	575
3	9	because	578
3	9	they	577
3	9	are	577
3	9	unprofitable	579
3	9	and	580
3	9	worthless	581
3	10	Reject	589
3	10	a	583
3	10	divisive	582
3	10	person	583
3	10	after	584
3	10	one	585
3	10	or	586
3	10	two	587
3	10	warnings	588
3	11	knowing	590
3	11	that	591
3	11	such	593;594
3	11	a	593;594
3	11	one	593;594
3	11	has	592
3	11	turned	592
3	11	from	592
3	11	the	592
3	11	right	592
3	11	way	592
3	11	and	595
3	11	is	596
3	11	sinning	596
3	11	being	597
3	11	self	598
3	11	condemned	598
3	12	When	599
3	12	I	600
3	12	send	600
3	12	Artemas	601
3	12	or	604
3	12	Tychicus	605
3	12	to	602
3	12	you	603
3	12	hurry	606
3	12	to	607
3	12	come	607
3	12	to	608
3	12	me	609
3	12	at	610
3	12	Nicopolis	611
3	12	because	613
3	12	I	614
3	12	have	614
3	12	decided	614
3	12	to	615
3	12	spend	615
3	12	the	615
3	12	winter	615
3	12	there	612
3	13	Diligently	621
3	13	send	622
3	13	on	622
3	13	their	622
3	13	way	622
3	13	Zenas	616
3	13	the	617
3	13	lawyer	618
3	13	and	619
3	13	Apollos	620
3	13	so	623
3	13	that	623
3	13	they	625
3	13	lack	626
3	13	nothing	624
3	14	And	628
3	14	also	629
3	14	our	630;631
3	14	own	630;631
3	14	must	627
3	14	learn	627
3	14	to	634
3	14	engage	634
3	14	themselves	634
3	14	in	633
3	14	good	632
3	14	works	633
3	14	toward	635
3	14	essential	636;637
3	14	needs	638
3	14	in	639
3	14	order	639
3	14	not	640
3	14	to	641
3	14	be	641
3	14	unfruitful	642
3	15	All	648
3	15	the	645
3	15	ones	645
3	15	who	645
3	15	are	645
3	15	with	646
3	15	me	647
3	15	greet	643
3	15	you	644
3	15	Greet	649
3	15	the	650
3	15	ones	650
3	15	loving	651
3	15	us	652
3	15	in	653
3	15	faith	654
3	15	Grace	655;656
3	15	be	657
3	15	with	657
3	15	all	658
3	15	of	659
3	15	you	659
