C	V	Word	OrigRows
1	11	of	143;144
1	11	its	145
1	11	face	143;144
1	11	perished	146
1	11	Thus	147
1	11	also	148
1	11	the	149
1	11	rich	150
1	11	will	155
1	11	wither	155
1	11	in	151
1	11	his	154
1	11	journeys	152;153
1	12	Blessed	156
1	12	is	156
1	12	a	157
1	12	man	157
1	12	who	158
1	12	endures	159
1	12	trial	160
1	12	For	161
1	12	becoming	163
1	12	approved	162
1	12	he	164
1	12	will	164
1	12	receive	164
1	12	the	165
1	12	crown	166
1	12	of	167;168
1	12	life	167;168
1	12	which	169
1	12	he	170
1	12	promised	170
1	12	to	171
1	12	the	171
1	12	ones	171
1	12	loving	172
1	12	him	173
1	13	Let	176
1	13	no	174
1	13	one	174
1	13	being	175
1	13	tempted	175
1	13	say	176
1	13	I	180
1	13	am	180
1	13	tempted	180
1	13	by	178
1	13	God	179
1	13	because	182
1	13	God	181;183
1	13	is	185
1	13	untempted	184
1	13	by	186
1	13	evil	186
1	13	and	188
1	13	he	187
1	13	himself	189
1	13	tempts	187
1	13	no	190
1	13	one	190
1	14	But	192
1	14	each	191
1	14	one	191
1	14	is	193
1	14	tempted	193
1	14	by	194
1	14	his	195
1	14	own	196
1	14	desire	197
1	14	dragged	198
1	14	away	198
1	14	and	199
1	14	enticed	200
1	15	Then	201
1	15	the	202
1	15	desire	203
1	15	having	204
1	15	conceived	204
1	15	bears	205
1	15	sin	206
1	15	and	208
1	15	the	207
1	15	sin	209
1	15	having	210
1	15	grown	210
1	15	up	210
1	15	gives	211
1	15	birth	211
1	15	to	211
1	15	death	212
1	16	Do	214
1	16	not	213
1	16	be	214
1	16	led	214
1	16	astray	214
1	16	my	216
1	16	beloved	217
1	16	brothers	215
1	17	Every	218
1	17	good	220
1	17	present	219
1	17	and	221
1	17	every	222
1	17	perfect	224
1	17	gift	223
1	17	is	226
1	17	from	225
1	17	above	225
1	17	coming	227
1	17	down	227
1	17	from	228
1	17	the	229
1	17	Father	230
1	17	of	231;232
1	17	lights	231;232
1	17	with	233
1	17	whom	234
1	17	there	236
1	17	is	236
1	17	no	235
1	17	change	237
1	17	or	238
1	17	shadow	240
1	17	of	239
1	17	turning	239
1	18	Having	241
1	18	willed	241
1	18	he	242
1	18	gave	242
1	18	birth	242
1	18	to	242
1	18	us	243
1	18	by	244
1	18	the	244
1	18	word	244
1	18	of	245
1	18	truth	245
1	18	for	246
1	18	us	249
1	18	to	247;248
1	18	be	247;248
1	18	something	251
1	18	like	251
1	18	a	250
1	18	firstfruits	250
1	18	of	252;254
1	18	his	253
1	18	creatures	252;254
1	19	Know	255
1	19	my	257
1	19	beloved	258
1	19	brothers	256
1	19	But	260
1	19	let	259
1	19	every	261
1	19	man	262
1	19	be	259
1	19	quick	263
1	19	to	264;265;266
1	19	hear	264;265;266
1	19	slow	267
1	19	to	268;269;270
1	19	speak	268;269;270
1	19	slow	271
1	19	to	272
1	19	anger	273
1	20	For	275
1	20	anger	274
1	20	of	276
1	20	man	276
1	20	does	280
1	20	not	279
1	20	work	280
1	20	the	277
1	20	righteousness	277
1	20	of	278
1	20	God	278
1	21	Therefore	281
1	21	having	282
1	21	laid	282
1	21	aside	282
1	21	all	283
1	21	filth	284
1	21	and	285
1	21	abundance	286
1	21	of	287
1	21	wickedness	287
1	21	in	288
1	21	humility	289
1	21	receive	290
1	21	the	291
1	21	implanted	292
1	21	word	293
1	21	which	294
1	21	is	295
1	21	able	295
1	21	to	296
1	21	save	296
1	21	your	299
1	21	souls	297;298
1	22	But	301
1	22	be	300
1	22	doers	302
1	22	of	303
1	22	the	303
1	22	word	303
1	22	and	304
1	22	not	305
1	22	only	306
1	22	hearers	307
1	22	deluding	308
1	22	yourselves	309
1	23	For	310
1	23	if	311
1	23	anyone	312
1	23	is	315
1	23	a	313
1	23	hearer	313
1	23	of	314
1	23	the	314
1	23	word	314
1	23	and	316
1	23	not	317
1	23	a	318
1	23	doer	318
1	23	he	319
1	23	is	320
1	23	like	320
1	23	a	321
1	23	man	321
1	23	beholding	322
1	23	the	323
1	23	face	324
1	23	of	325;326
1	23	his	327
1	23	birth	325;326
1	23	in	328
1	23	a	329
1	23	mirror	329
1	24	For	331
1	24	he	330
1	24	beheld	330
1	24	himself	332
1	24	and	333
1	24	went	334
1	24	away	334
1	24	and	335
1	24	immediately	336
1	24	forgot	337
1	24	of	338
1	24	what	338
1	24	sort	338
1	24	he	339
1	24	was	339
1	25	But	341
1	25	the	340
1	25	one	340
1	25	having	342
1	25	gazed	342
1	25	into	343
1	25	the	344
1	25	perfect	345
1	25	law	344
1	25	of	347;348
1	25	freedom	347;348
1	25	and	349
1	25	having	350
1	25	continued	350
1	25	not	351
1	25	having	354
1	25	become	354
1	25	a	352
1	25	hearer	352
1	25	of	353
1	25	forgetfulness	353
1	25	but	355
1	25	a	356
1	25	doer	356
1	25	of	357
1	25	the	357
1	25	work	357
1	25	this	358
1	25	one	358
1	25	will	364
1	25	be	364
1	25	blessed	359
1	25	in	360
1	25	his	363
1	25	doing	361;362
1	26	If	365
1	26	anyone	366
1	26	thinks	367
1	26	to	369
1	26	be	369
1	26	religious	368
1	26	not	370
1	26	bridling	371
1	26	his	373
1	26	tongue	372
1	26	but	374
1	26	deceiving	375
1	26	his	377
1	26	heart	376
1	26	the	380
1	26	religion	381
1	26	of	378
1	26	that	378
1	26	one	378
1	26	is	379
1	26	worthless	379
1	27	Pure	383
1	27	and	384
1	27	undefiled	385
1	27	religion	382
1	27	before	386
1	27	God	387;388
1	27	and	389
1	27	the	390
1	27	Father	390
1	27	is	392
1	27	this	391
1	27	to	393
1	27	look	393
1	27	upon	393
1	27	orphans	394
1	27	and	395
1	27	widows	396
1	27	in	397
1	27	their	400
1	27	distress	398;399
1	27	to	403
1	27	keep	403
1	27	oneself	402
1	27	unstained	401
1	27	by	404
1	27	the	405
1	27	world	406
2	1	My	408
2	1	brothers	407
2	1	do	412
2	1	not	409
2	1	with	410
2	1	favoritism	411
2	1	have	412
2	1	the	413
2	1	faith	414
2	1	of	415;416
2	1	our	417
2	1	Lord	415;416
2	1	Jesus	418
2	1	Christ	419
2	1	of	420;421
2	1	glory	420;421
2	2	For	423
2	2	if	422
2	2	a	428
2	2	gold	429
2	2	ringed	429
2	2	man	428
2	2	in	430
2	2	splendid	432
2	2	clothing	431
2	2	comes	424
2	2	into	425
2	2	your	427
2	2	synagogue	426
2	2	and	434
2	2	a	436
2	2	poor	436
2	2	one	436
2	2	in	437
2	2	filthy	438
2	2	clothing	439
2	2	also	435
2	2	comes	433
2	2	in	433
2	3	and	441
2	3	you	440
2	3	look	440
2	3	at	442
2	3	the	443
2	3	one	443
2	3	wearing	444
2	3	the	445
2	3	splendid	447;448
2	3	clothing	446
2	3	and	449
2	3	say	450
2	3	You	451
2	3	sit	452
2	3	here	453
2	3	well	454
2	3	and	455
2	3	to	456;457
2	3	the	456;457
2	3	poor	456;457
2	3	one	456;457
2	3	you	458
2	3	say	458
2	3	You	459
2	3	stand	460
2	3	there	461
2	3	or	462
2	3	Sit	463
2	3	by	464
2	3	my	467
2	3	footstool	465;466
2	4	have	469
2	4	you	469
2	4	not	468
2	4	distinguished	469
2	4	among	470
2	4	yourselves	471
2	4	and	472
2	4	become	473
2	4	judges	474
2	4	of	475
2	4	evil	476
2	4	thoughts	475
2	5	Listen	477
2	5	my	479
2	5	beloved	480
2	5	brothers	478
2	5	did	484
2	5	not	481
2	5	God	482;483
2	5	choose	484
2	5	the	485
2	5	poor	486
2	5	in	487;488
2	5	the	487;488
2	5	world	487;488
2	5	to	489
2	5	be	489
2	5	rich	489
2	5	in	490
2	5	faith	491
2	5	and	492
2	5	heirs	493
2	5	of	494;495
2	5	the	494;495
2	5	kingdom	494;495
2	5	that	496
2	5	he	497
2	5	promised	497
2	5	to	498
2	5	the	498
2	5	ones	498
2	5	loving	499
2	5	him	500
2	6	But	502
2	6	you	501
2	6	dishonored	503
2	6	the	504
2	6	poor	505
2	6	Do	509
2	6	not	506
2	6	the	507
2	6	rich	508
2	6	overpower	509
2	6	you	510
2	6	and	511
2	6	themselves	512
2	6	drag	513
2	6	you	514
2	6	into	515
2	6	court	516
2	7	Do	519
2	7	they	518
2	7	not	517
2	7	blaspheme	519
2	7	the	520
2	7	good	521
2	7	name	522
2	7	that	523
2	7	has	524
2	7	been	524
2	7	called	524
2	7	upon	525
2	7	you	526
2	8	If	527
2	8	however	528
2	8	you	530
2	8	fulfill	530
2	8	the	529
2	8	royal	531
2	8	law	529
2	8	according	532
2	8	to	532
2	8	the	533
2	8	scripture	534
2	8	You	535
2	8	will	535
2	8	love	535
2	8	your	538
2	8	neighbor	536;537
2	8	as	539
2	8	yourself	540
2	8	you	542
2	8	do	542
2	8	well	541
2	9	But	544
2	9	if	543
2	9	you	545
2	9	favor	545
2	9	you	547
2	9	are	547
2	9	committing	547
2	9	sin	546
2	9	convicted	548
2	9	by	549
2	9	the	550
2	9	law	551
2	9	as	552
2	9	transgressors	553
2	10	For	555
2	10	whoever	554
2	10	might	559
2	10	keep	559
2	10	the	557
2	10	whole	556
2	10	law	558
2	10	but	561
2	10	stumble	560
2	10	in	562
2	10	one	563
2	10	thing	563
2	10	has	564
2	10	become	564
2	10	guilty	566
2	10	of	565
2	10	all	565
2	11	For	568
2	11	the	567
2	11	one	567
2	11	having	569
2	11	said	569
2	11	Do	571
2	11	not	570
2	11	commit	571
2	11	adultery	571
2	11	also	573
2	11	said	572
2	11	Do	575
2	11	not	574
2	11	murder	575
2	11	If	576
2	11	then	577
2	11	you	579
2	11	do	579
2	11	not	578
2	11	commit	579
2	11	adultery	579
2	11	but	581
2	11	you	580
2	11	do	580
2	11	murder	580
2	11	you	582
2	11	have	582
2	11	become	582
2	11	a	583
2	11	transgressor	583
2	11	of	584
2	11	the	584
2	11	law	584
2	12	Thus	585
2	12	speak	586
2	12	and	587
2	12	thus	588
2	12	act	589
2	12	as	590
2	12	ones	594
2	12	who	594
2	12	are	594
2	12	going	594
2	12	to	595
2	12	be	595
2	12	judged	595
2	12	by	591
2	12	means	591
2	12	of	591
2	12	the	592
2	12	law	592
2	12	of	593
2	12	freedom	593
2	13	For	597
2	13	the	596
2	13	judgment	598
2	13	is	599
2	13	merciless	599
2	13	to	600
2	13	the	600
2	13	ones	600
2	13	not	601
2	13	having	602
2	13	done	602
2	13	mercy	603
2	13	Mercy	605
2	13	boasts	604
2	13	against	604
2	13	judgment	606
2	14	What	607
2	14	would	607
2	14	be	607
2	14	the	608
2	14	profit	609
2	14	my	611
2	14	brothers	610
2	14	if	612
2	14	someone	615
2	14	would	614
2	14	say	614
2	14	he	616
2	14	has	616
2	14	faith	613
2	14	but	618
2	14	he	620
2	14	does	620
2	14	not	619
2	14	have	620
2	14	works	617
2	14	That	623
2	14	faith	624
2	14	is	622
2	14	not	621
2	14	able	622
2	14	to	625
2	14	save	625
2	14	him	626
2	14	is	622
2	14	it	622
2	15	If	627
2	15	a	628
2	15	brother	628
2	15	or	629
2	15	sister	630
2	15	were	632
2	15	unclothed	631
2	15	and	633
2	15	lacking	634
2	15	their	635
2	15	daily	636
2	15	food	637
2	16	and	639
2	16	someone	640
2	16	of	642
2	16	you	643
2	16	said	638
2	16	to	641
2	16	them	641
2	16	Go	644
2	16	in	645
2	16	peace	646
2	16	warm	647
2	16	yourself	647
2	16	and	648
2	16	be	649
2	16	satisfied	649
2	16	but	652
2	16	you	651
2	16	did	651
2	16	not	650
2	16	give	651
2	16	them	653
2	16	the	654
2	16	necessary	655
2	16	things	655
2	16	of	656;657
2	16	the	656;657
2	16	body	656;657
2	16	what	658
2	16	would	658
2	16	be	658
2	16	the	659
2	16	profit	660
2	17	Thus	661
2	17	also	662
2	17	the	663
2	17	faith	664
2	17	by	671
2	17	itself	672
2	17	if	665
2	17	it	667
2	17	does	667
2	17	not	666
2	17	have	667
2	17	works	668
2	17	is	670
2	17	dead	669
2	18	But	673
2	18	someone	675
2	18	will	674
2	18	say	674
2	18	You	676
2	18	have	678
2	18	faith	677
2	18	and	679
2	18	I	679
2	18	have	681
2	18	works	680
2	18	Show	682
2	18	me	683
2	18	your	686
2	18	faith	684;685
2	18	without	687
2	18	the	688
2	18	works	689
2	18	and	690
2	18	I	690
2	18	will	692
2	18	show	692
2	18	you	691
2	18	my	696
2	18	faith	697;698
2	18	from	693
2	18	the	694
2	18	works	695
2	19	You	699
2	19	believe	700
2	19	that	701
2	19	God	704;705
2	19	is	703
2	19	one	702
2	19	You	707
2	19	do	707
2	19	well	706
2	19	The	709
2	19	demons	710
2	19	also	708
2	19	believe	711
2	19	and	712
2	19	they	713
2	19	tremble	713
2	20	But	715
2	20	do	714
2	20	you	714
2	20	wish	714
2	20	to	716
2	20	know	716
2	20	O	717
2	20	foolish	719
2	20	man	718
2	20	that	720
2	20	the	721
2	20	faith	722
2	20	without	723
2	20	the	724
2	20	works	725
2	20	is	727
2	20	idle	726
2	21	Was	735
2	21	not	732
2	21	Abraham	728
2	21	our	731
2	21	father	729;730
2	21	justified	735
2	21	by	733
2	21	works	734
2	21	when	736
2	21	he	736
2	21	offered	736
2	21	up	736
2	21	Isaac	737
2	21	his	740
2	21	son	738;739
2	21	on	741
2	21	the	742
2	21	altar	743
2	22	You	744
2	22	see	744
2	22	that	745
2	22	the	746
2	22	faith	747
2	22	was	748
2	22	working	748
2	22	with	749;750
2	22	his	751
2	22	works	749;750
2	22	and	752
2	22	the	756
2	22	faith	757
2	22	was	758
2	22	perfected	758
2	22	from	753
2	22	the	754
2	22	works	755
2	23	And	759
2	23	the	761
2	23	scripture	762
2	23	was	760
2	23	fulfilled	760
2	23	that	763
2	23	says	764
2	23	And	766
2	23	Abraham	767
2	23	believed	765
2	23	God	768;769
2	23	and	770
2	23	it	771
2	23	was	771
2	23	counted	771
2	23	to	772
2	23	him	772
2	23	as	773
2	23	righteousness	774
2	23	and	775
2	23	he	778
2	23	was	778
2	23	called	778
2	23	a	776
2	23	friend	776
2	23	of	777
2	23	God	777
2	24	You	779
2	24	see	779
2	24	that	780
2	24	a	784
2	24	man	784
2	24	is	783
2	24	justified	783
2	24	from	781
2	24	works	782
2	24	and	785
2	24	not	786
2	24	from	787
2	24	faith	788
2	24	alone	789
2	25	And	791
2	25	similarly	790
2	25	was	799
2	25	not	796
2	25	Rahab	793
2	25	the	794
2	25	prostitute	795
2	25	also	792
2	25	justified	799
2	25	from	797
2	25	works	798
2	25	having	800
2	25	welcomed	800
2	25	the	801
2	25	messengers	802
2	25	and	803
2	25	having	806
2	25	sent	806
2	25	them	806
2	25	away	806
2	25	by	805
2	25	another	804
2	25	road	805
2	26	For	808
2	26	just	807
2	26	as	807
2	26	the	809
2	26	body	810
2	26	without	811
2	26	the	812
2	26	spirit	812
2	26	is	814
2	26	dead	813
2	26	thus	815
2	26	also	816
2	26	the	817
2	26	faith	818
2	26	without	819
2	26	works	820
2	26	is	822
2	26	dead	821
3	1	Do	826
3	1	not	823
3	1	become	826
3	1	many	824
3	1	teachers	825
3	1	my	828
3	1	brothers	827
3	1	knowing	829
3	1	that	830
3	1	we	833
3	1	will	833
3	1	receive	833
3	1	greater	831
3	1	judgment	832
3	2	For	835
3	2	we	836
3	2	all	837
3	2	stumble	836
3	2	much	834
3	2	If	838
3	2	anyone	839
3	2	does	843
3	2	not	842
3	2	stumble	843
3	2	in	840
3	2	word	841
3	2	he	844
3	2	is	844
3	2	a	846
3	2	perfect	845
3	2	man	846
3	2	able	847
3	2	to	848
3	2	bridle	848
3	2	even	849
3	2	the	851
3	2	whole	850
3	2	body	852
3	3	Now	854
3	3	if	853
3	3	we	862
3	3	put	862
3	3	the	857
3	3	bits	858
3	3	into	859
3	3	the	860
3	3	mouths	861
3	3	of	855;856
3	3	the	855;856
3	3	horses	855;856
3	3	for	866
3	3	them	866
3	3	to	863;864;865
3	3	obey	863;864;865
3	3	us	867
3	3	we	873
3	3	also	868
3	3	turn	873
3	3	their	872
3	3	whole	869
3	3	body	870;871
3	4	Behold	874
3	4	also	875
3	4	the	876
3	4	ships	877
3	4	being	879
3	4	so	878
3	4	large	878
3	4	and	880
3	4	driven	884
3	4	by	881
3	4	strong	883
3	4	winds	882
3	4	it	885
3	4	is	885
3	4	turned	885
3	4	by	886
3	4	the	888
3	4	smallest	887
3	4	rudder	888
3	4	where	889
3	4	the	890
3	4	inclination	891
3	4	of	892
3	4	the	892
3	4	one	893
3	4	steering	893
3	4	desires	894
3	5	Thus	895
3	5	also	896
3	5	the	897
3	5	tongue	898
3	5	is	901
3	5	a	900
3	5	small	899
3	5	member	900
3	5	but	902
3	5	it	904
3	5	boasts	904
3	5	great	903
3	5	things	903
3	5	Behold	905
3	5	how	906
3	5	small	906
3	5	a	907
3	5	fire	907
3	5	kindles	908
3	5	so	909
3	5	large	909
3	5	a	910
3	5	forest	910
3	6	The	912
3	6	tongue	913
3	6	represents	911
3	6	also	911
3	6	a	914
3	6	fire	914
3	6	the	915
3	6	world	916
3	6	of	917;918
3	6	unrighteousness	917;918
3	6	The	919
3	6	tongue	920
3	6	is	921
3	6	placed	921
3	6	among	922
3	6	our	925
3	6	members	923;924
3	6	the	926
3	6	thing	926
3	6	staining	927
3	6	the	929
3	6	whole	928
3	6	body	930
3	6	and	931
3	6	setting	932
3	6	the	933
3	6	course	934
3	6	of	935;936
3	6	existence	935;936
3	6	on	932
3	6	fire	932
3	6	and	937
3	6	it	938
3	6	is	938
3	6	set	938
3	6	on	938
3	6	fire	938
3	6	by	939
3	6	Gehenna	940;941
3	7	For	943
3	7	every	942
3	7	kind	944
3	7	both	946
3	7	of	945
3	7	beasts	945
3	7	and	947
3	7	birds	948
3	7	both	950
3	7	of	949
3	7	reptiles	949
3	7	and	951
3	7	marine	952
3	7	animals	952
3	7	is	953
3	7	being	953
3	7	tamed	953
3	7	and	954
3	7	has	955
3	7	been	955
3	7	tamed	955
3	7	by	956;957
3	7	the	956;957
3	7	human	958;959
3	7	kind	956;957
3	8	But	961
3	8	no	963
3	8	one	963
3	8	of	966
3	8	men	966
3	8	is	965
3	8	able	965
3	8	to	964
3	8	tame	964
3	8	the	960
3	8	tongue	962
3	8	an	968
3	8	unsettled	967
3	8	evil	968
3	8	full	969
3	8	of	970
3	8	deadly	971
3	8	poison	970
3	9	With	972
3	9	it	973
3	9	we	974
3	9	bless	974
3	9	the	975
3	9	Lord	976
3	9	and	977
3	9	Father	978
3	9	and	979
3	9	with	980
3	9	it	981
3	9	we	982
3	9	curse	982
3	9	the	983
3	9	men	984
3	9	the	985
3	9	ones	985
3	9	having	989
3	9	come	989
3	9	into	989
3	9	being	989
3	9	according	986
3	9	to	986
3	9	the	987
3	9	likeness	987
3	9	of	988
3	9	God	988
3	10	Out	990
3	10	from	990
3	10	the	991
3	10	same	992
3	10	mouth	993
3	10	come	994
3	10	blessing	995
3	10	and	996
3	10	cursing	997
3	10	It	999
3	10	is	999
3	10	not	998
3	10	fitting	999
3	10	my	1001
3	10	brothers	1000
3	10	for	1002
3	10	these	1002
3	10	things	1002
3	10	to	1004
3	10	happen	1004
3	10	thus	1003
3	11	The	1006
3	11	spring	1007
3	11	does	1012
3	11	not	1005
3	11	gush	1012
3	11	the	1013
3	11	sweet	1014
3	11	and	1015
3	11	the	1016
3	11	bitter	1017
3	11	from	1008
3	11	the	1009
3	11	same	1010
3	11	opening	1011
3	11	does	1012
3	11	it	1012
3	12	A	1022
3	12	fig	1022
3	12	tree	1022
3	12	is	1019
3	12	not	1018
3	12	able	1019
3	12	to	1024
3	12	make	1024
3	12	olives	1023
3	12	is	1024
3	12	it	1024
3	12	my	1021
3	12	brothers	1020
3	12	or	1025
3	12	a	1026
3	12	grapevine	1026
3	12	figs	1027
3	12	Nor	1028
3	12	salty	1029
3	12	to	1031
3	12	make	1031
3	12	sweet	1030
3	12	water	1032
3	13	Who	1033
3	13	is	1033
3	13	wise	1034
3	13	and	1035
3	13	understanding	1036
3	13	among	1037
3	13	you	1038
3	13	Let	1039
3	13	him	1039
3	13	show	1039
3	13	his	1046
3	13	works	1044;1045
3	13	from	1040
3	13	his	1041
3	13	good	1042
3	13	conduct	1043
3	13	in	1047
3	13	humility	1048
3	13	of	1049
3	13	wisdom	1049
3	14	But	1051
3	14	if	1050
3	14	you	1054
3	14	have	1054
3	14	bitter	1053
3	14	jealousy	1052
3	14	and	1055
3	14	ambition	1056
3	14	in	1057
3	14	your	1060
3	14	heart	1058;1059
3	14	do	1062
3	14	not	1061
3	14	boast	1062
3	14	and	1063
3	14	lie	1064
3	14	against	1065
3	14	the	1066
3	14	truth	1067
3	15	This	1070
3	15	is	1069
3	15	not	1068
3	15	the	1071
3	15	wisdom	1072
3	15	coming	1074
3	15	down	1074
3	15	from	1073
3	15	above	1073
3	15	but	1075
3	15	it	1075
3	15	is	1075
3	15	earthly	1076
3	15	soulish	1077
3	15	demonic	1078
3	16	For	1080
3	16	where	1079
3	16	there	1079
3	16	is	1079
3	16	jealousy	1081
3	16	and	1082
3	16	ambition	1083
3	16	there	1084
3	16	is	1085
3	16	unsettledness	1085
3	16	and	1086
3	16	every	1087
3	16	wicked	1088
3	16	deed	1089
3	17	But	1091
3	17	the	1090
3	17	wisdom	1093
3	17	from	1092
3	17	above	1092
3	17	first	1094
3	17	indeed	1095
3	17	is	1097
3	17	pure	1096
3	17	then	1098
3	17	peaceable	1099
3	17	gentle	1100
3	17	cooperative	1101
3	17	full	1102
3	17	of	1103
3	17	mercy	1103
3	17	and	1104
3	17	good	1106
3	17	fruits	1105
3	17	impartial	1107
3	17	sincere	1108
3	18	And	1110
3	18	the	1109
3	18	fruit	1109
3	18	of	1111
3	18	righteousness	1111
3	18	is	1114
3	18	sown	1114
3	18	in	1112
3	18	peace	1113
3	18	by	1115
3	18	those	1115
3	18	making	1116
3	18	peace	1117
4	1	From	1118
4	1	where	1118
4	1	are	1118
4	1	wars	1119
4	1	and	1120
4	1	from	1121
4	1	where	1121
4	1	are	1121
4	1	battles	1122
4	1	among	1123
4	1	you	1124
4	1	Are	1126
4	1	they	1126
4	1	not	1125
4	1	from	1126
4	1	there	1126
4	1	from	1127
4	1	your	1130
4	1	lusts	1128;1129
4	1	the	1131
4	1	ones	1131
4	1	fighting	1132
4	1	in	1133
4	1	your	1136
4	1	members	1134;1135
4	2	You	1137
4	2	covet	1137
4	2	and	1138
4	2	you	1140
4	2	do	1140
4	2	not	1139
4	2	have	1140
4	2	You	1141
4	2	kill	1141
4	2	and	1142
4	2	envy	1143
4	2	and	1144
4	2	you	1146
4	2	are	1146
4	2	not	1145
4	2	able	1146
4	2	to	1147
4	2	obtain	1147
4	2	You	1148
4	2	battle	1148
4	2	and	1149
4	2	war	1150
4	2	You	1152
4	2	do	1152
4	2	not	1151
4	2	have	1152
4	2	because	1153;1154
4	2	you	1157
4	2	do	1156
4	2	not	1155
4	2	ask	1156
4	3	You	1158
4	3	ask	1158
4	3	and	1159
4	3	you	1161
4	3	do	1161
4	3	not	1160
4	3	receive	1161
4	3	because	1162
4	3	you	1164
4	3	ask	1164
4	3	badly	1163
4	3	so	1165
4	3	that	1165
4	3	you	1170
4	3	may	1170
4	3	spend	1170
4	3	on	1166
4	3	your	1169
4	3	lusts	1167;1168
4	4	Adulteresses	1171
4	4	Do	1173
4	4	you	1173
4	4	not	1172
4	4	know	1173
4	4	that	1174
4	4	the	1175
4	4	friendship	1176
4	4	with	1178
4	4	the	1177
4	4	world	1178
4	4	is	1182
4	4	enmity	1179
4	4	with	1180;1181
4	4	God	1180;1181
4	4	Therefore	1185
4	4	whoever	1183;1184
4	4	wants	1186
4	4	to	1188
4	4	be	1188
4	4	a	1187
4	4	friend	1187
4	4	of	1189;1190
4	4	the	1189;1190
4	4	world	1189;1190
4	4	is	1194
4	4	made	1194
4	4	an	1191
4	4	enemy	1191
4	4	of	1192;1193
4	4	God	1192;1193
4	5	Or	1195
4	5	do	1196
4	5	you	1196
4	5	think	1196
4	5	that	1197
4	5	the	1199
4	5	scripture	1200
4	5	says	1201
4	5	vainly	1198
4	5	The	1205
4	5	Spirit	1206
4	5	whom	1207
4	5	he	1208
4	5	caused	1208
4	5	to	1208
4	5	live	1208
4	5	in	1209
4	5	us	1210
4	5	longs	1204
4	5	with	1202
4	5	jealousy	1203
4	6	But	1212
4	6	he	1213
4	6	gives	1213
4	6	greater	1211
4	6	grace	1214
4	6	Therefore	1215
4	6	it	1216
4	6	says	1216
4	6	God	1217;1218
4	6	opposes	1220
4	6	the	1219
4	6	proud	1219
4	6	but	1222
4	6	he	1223
4	6	gives	1223
4	6	grace	1224
4	6	to	1221
4	6	the	1221
4	6	humble	1221
