C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
1	7	λήμψεταί			λαμβάνω	G29830	V	IFM3,,S,
1	7	τι			τις	G51000	RI	,,,ANS,
1	7	παρὰ			παρά	G38440	P	,,,,G,,,
1	7	τοῦ			ὁ	G35880	EA	,,,GMS,
1	7	Κυρίου		,	κύριος	G29620	N	,,,,GMS,
1	8	ἀνὴρ			ἀνήρ	G04350	N	,,,,NMS,
1	8	δίψυχος		,	δίψυχος	G13740	AA	,,,NMS,
1	8	ἀκατάστατος			ἀκατάστατος	G01820	NP	,,,NMS,
1	8	ἐν			ἐν	G17220	P	,,,,D,,,
1	8	πάσαις			πᾶς	G39560	EQ	,,,DFP,
1	8	ταῖς			ὁ	G35880	EA	,,,DFP,
1	8	ὁδοῖς			ὁδός	G35980	N	,,,,DFP,
1	8	αὐτοῦ		.	αὐτός	G08460	RP	,,3GMS,
1	9	καυχάσθω			καυχάομαι	G27440	V	MPM3,,S,
1	9	δὲ			δέ	G11610	CC	,,,,,,,
1	9	ὁ			ὁ	G35880	EA	,,,NMS,
1	9	ἀδελφὸς			ἀδελφός	G00800	N	,,,,NMS,
1	9	ὁ			ὁ	G35880	EA	,,,NMS,
1	9	ταπεινὸς		,	ταπεινός	G50110	AR	,,,NMS,
1	9	ἐν			ἐν	G17220	P	,,,,D,,,
1	9	τῷ			ὁ	G35880	EA	,,,DNS,
1	9	ὕψει			ὕψος	G53110	N	,,,,DNS,
1	9	αὐτοῦ		;	αὐτός	G08460	RP	,,3GMS,
1	10	ὁ			ὁ	G35880	EA	,,,NMS,
1	10	δὲ			δέ	G11610	CC	,,,,,,,
1	10	πλούσιος		,	πλούσιος	G41450	NS	,,,NMS,
1	10	ἐν			ἐν	G17220	P	,,,,D,,,
1	10	τῇ			ὁ	G35880	EA	,,,DFS,
1	10	ταπεινώσει			ταπείνωσις	G50140	N	,,,,DFS,
1	10	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
1	10	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	10	ὡς			ὡς	G56130	CS	,,,,,,,
1	10	ἄνθος			ἄνθος	G04380	N	,,,,NNS,
1	10	χόρτου			χόρτος	G55280	N	,,,,GMS,
1	10	παρελεύσεται		.	παρέρχομαι	G39280	V	IFM3,,S,
1	11	ἀνέτειλεν			ἀνατέλλω	G03930	V	IAA3,,S,
1	11	γὰρ			γάρ	G10630	CC	,,,,,,,
1	11	ὁ			ὁ	G35880	EA	,,,NMS,
1	11	ἥλιος			ἥλιος	G22460	N	,,,,NMS,
1	11	σὺν			σύν	G48620	P	,,,,D,,,
1	11	τῷ			ὁ	G35880	EP	,,,DMS,
1	11	καύσωνι		,	καύσων	G27420	N	,,,,DMS,
1	11	καὶ			καί	G25320	CC	,,,,,,,
1	11	ἐξήρανεν			ξηραίνω	G35830	V	IAA3,,S,
1	11	τὸν			ὁ	G35880	EA	,,,AMS,
1	11	χόρτον		,	χόρτος	G55280	N	,,,,AMS,
1	11	καὶ			καί	G25320	CC	,,,,,,,
1	11	τὸ			ὁ	G35880	EA	,,,NNS,
1	11	ἄνθος			ἄνθος	G04380	N	,,,,NNS,
1	11	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	11	ἐξέπεσεν		,	ἐκπίπτω	G16010	V	IAA3,,S,
1	11	καὶ			καί	G25320	CC	,,,,,,,
1	11	ἡ			ὁ	G35880	EA	,,,NFS,
1	11	εὐπρέπεια			εὐπρέπεια	G21430	N	,,,,NFS,
1	11	τοῦ			ὁ	G35880	EA	,,,GNS,
1	11	προσώπου			πρόσωπον	G43830	N	,,,,GNS,
1	11	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	11	ἀπώλετο		.	ἀπόλλυμι	G06220	V	IAM3,,S,
1	11	οὕτως			οὕτως	G37790	D	,,,,,,,,
1	11	καὶ			καί	G25320	D	,,,,,,,,
1	11	ὁ			ὁ	G35880	EA	,,,NMS,
1	11	πλούσιος			πλούσιος	G41450	NS	,,,NMS,
1	11	ἐν			ἐν	G17220	P	,,,,D,,,
1	11	ταῖς			ὁ	G35880	EA	,,,DFP,
1	11	πορείαις			πορεία	G41970	N	,,,,DFP,
1	11	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	11	μαρανθήσεται		.	μαραίνω	G31330	V	IFP3,,S,
1	12	μακάριος			μακάριος	G31070	NP	,,,NMS,
1	12	ἀνὴρ			ἀνήρ	G04350	N	,,,,NMS,
1	12	ὃς			ὅς	G37390	RR	,,,NMS,
1	12	ὑπομένει			ὑπομένω	G52780	V	IPA3,,S,
1	12	πειρασμόν		,	πειρασμός	G39860	N	,,,,AMS,
1	12	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	12	δόκιμος			δόκιμος	G13840	NP	,,,NMS,
1	12	γενόμενος		,	γίνομαι	G10960	V	PAM,NMS,
1	12	λήμψεται			λαμβάνω	G29830	V	IFM3,,S,
1	12	τὸν			ὁ	G35880	EA	,,,AMS,
1	12	στέφανον			στέφανος	G47350	N	,,,,AMS,
1	12	τῆς			ὁ	G35880	EA	,,,GFS,
1	12	ζωῆς		,	ζωή	G22220	N	,,,,GFS,
1	12	ὃν			ὅς	G37390	RD	,,,AMS,
1	12	ἐπηγγείλατο			ἐπαγγέλλω	G18610	V	IAM3,,S,
1	12	τοῖς			ὁ	G35880	RD	,,,DMP,
1	12	ἀγαπῶσιν			ἀγαπάω	G00250	V	PPA,DMP,
1	12	αὐτόν		.	αὐτός	G08460	RP	,,3AMS,
1	13	μηδεὶς			μηδείς	G33670	RI	,,,NMS,
1	13	πειραζόμενος			πειράζω	G39850	V	PPP,NMS,
1	13	λεγέτω		,	λέγω	G30040	V	MPA3,,S,
1	13	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	13	ἀπὸ			ἀπό	G05750	P	,,,,G,,,
1	13	Θεοῦ			θεός	G23160	N	,,,,GMS,
1	13	πειράζομαι		.	πειράζω	G39850	V	IPP1,,S,
1	13	ὁ			ὁ	G35880	EA	,,,NMS,
1	13	γὰρ			γάρ	G10630	CC	,,,,,,,
1	13	Θεὸς			θεός	G23160	N	,,,,NMS,
1	13	ἀπείραστός			ἀπείραστος	G05510	NP	,,,NMS,
1	13	ἐστιν			εἰμί	G15100	V	IPA3,,S,
1	13	κακῶν		,	κακός	G25560	NS	,,,GNP,
1	13	πειράζει			πειράζω	G39850	V	IPA3,,S,
1	13	δὲ			δέ	G11610	CC	,,,,,,,
1	13	αὐτὸς			αὐτός	G08460	RP	,,3NMS,
1	13	οὐδένα		.	οὐδείς	G37620	RI	,,,AMS,
1	14	ἕκαστος			ἕκαστος	G15380	RI	,,,NMS,
1	14	δὲ			δέ	G11610	CC	,,,,,,,
1	14	πειράζεται			πειράζω	G39850	V	IPP3,,S,
1	14	ὑπὸ			ὑπό	G52590	P	,,,,G,,,
1	14	τῆς			ὁ	G35880	EP	,,,GFS,
1	14	ἰδίας			ἴδιος	G23980	EF	,,,GFS,
1	14	ἐπιθυμίας		,	ἐπιθυμία	G19390	N	,,,,GFS,
1	14	ἐξελκόμενος			ἐξέλκω	G18280	V	PPP,NMS,
1	14	καὶ			καί	G25320	CC	,,,,,,,
1	14	δελεαζόμενος		;	δελεάζω	G11850	V	PPP,NMS,
1	15	εἶτα			εἶτα	G15340	D	,,,,,,,,
1	15	ἡ			ὁ	G35880	EA	,,,NFS,
1	15	ἐπιθυμία			ἐπιθυμία	G19390	N	,,,,NFS,
1	15	συλλαβοῦσα			συλλαμβάνω	G48150	V	PAA,NFS,
1	15	τίκτει			τίκτω	G50880	V	IPA3,,S,
1	15	ἁμαρτίαν		,	ἁμαρτία	G02660	N	,,,,AFS,
1	15	ἡ			ὁ	G35880	EA	,,,NFS,
1	15	δὲ			δέ	G11610	CC	,,,,,,,
1	15	ἁμαρτία			ἁμαρτία	G02660	N	,,,,NFS,
1	15	ἀποτελεσθεῖσα		,	ἀποτελέω	G06580	V	PAP,NFS,
1	15	ἀποκύει			ἀποκυέω	G06160	V	IPA3,,S,
1	15	θάνατον		.	θάνατος	G22880	N	,,,,AMS,
1	16	μὴ			μή	G33610	D	,,,,,,,,
1	16	πλανᾶσθε		,	πλανάω	G41050	V	MPP2,,P,
1	16	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
1	16	μου			ἐγώ	G14730	RP	,,1G,S,
1	16	ἀγαπητοί		.	ἀγαπητός	G00270	AA	,,,VMP,
1	17	πᾶσα			πᾶς	G39560	EQ	,,,NFS,
1	17	δόσις			δόσις	G13940	N	,,,,NFS,
1	17	ἀγαθὴ		,	ἀγαθός	G00180	AA	,,,NFS,
1	17	καὶ			καί	G25320	CC	,,,,,,,
1	17	πᾶν			πᾶς	G39560	EQ	,,,NNS,
1	17	δώρημα			δώρημα	G14340	N	,,,,NNS,
1	17	τέλειον		,	τέλειος	G50460	AA	,,,NNS,
1	17	ἄνωθέν			ἄνωθεν	G05090	D	,,,,,,,,
1	17	ἐστιν		,	εἰμί	G15100	V	IPA3,,S,
1	17	καταβαῖνον			καταβαίνω	G25970	V	PPA,NNS,
1	17	ἀπὸ			ἀπό	G05750	P	,,,,G,,,
1	17	τοῦ			ὁ	G35880	EA	,,,GMS,
1	17	Πατρὸς			πατήρ	G39620	N	,,,,GMS,
1	17	τῶν			ὁ	G35880	EA	,,,GNP,
1	17	φώτων		,	φῶς	G54570	N	,,,,GNP,
1	17	παρ’			παρά	G38440	P	,,,,D,,,
1	17	ᾧ			ὅς	G37390	RR	,,,DMS,
1	17	οὐκ			οὐ	G37560	D	,,,,,,,,
1	17	ἔνι			ἔνι	G17620	V	IPA3,,S,
1	17	παραλλαγὴ			παραλλαγή	G38830	N	,,,,NFS,
1	17	ἢ			ἤ	G22280	CC	,,,,,,,
1	17	τροπῆς			τροπή	G51570	N	,,,,GFS,
1	17	ἀποσκίασμα		.	ἀποσκίασμα	G06440	N	,,,,NNS,
1	18	βουληθεὶς		,	βούλομαι	G10140	V	PAP,NMS,
1	18	ἀπεκύησεν			ἀποκυέω	G06160	V	IAA3,,S,
1	18	ἡμᾶς			ἐγώ	G14730	RP	,,1A,P,
1	18	λόγῳ			λόγος	G30560	N	,,,,DMS,
1	18	ἀληθείας		,	ἀλήθεια	G02250	N	,,,,GFS,
1	18	εἰς			εἰς	G15190	P	,,,,A,,,
1	18	τὸ			ὁ	G35880	RD	,,,ANS,
1	18	εἶναι			εἰμί	G15100	V	NPA,,,,,
1	18	ἡμᾶς			ἐγώ	G14730	RP	,,1A,P,
1	18	ἀπαρχήν			ἀπαρχή	G05360	N	,,,,AFS,
1	18	τινα			τις	G51000	EQ	,,,AFS,
1	18	τῶν			ὁ	G35880	EA	,,,GNP,
1	18	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	18	κτισμάτων		.	κτίσμα	G29380	N	,,,,GNP,
1	19	ἴστε		,	εἴδω	G14920	V	MEA2,,P,
1	19	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
1	19	μου			ἐγώ	G14730	RP	,,1G,S,
1	19	ἀγαπητοί		.	ἀγαπητός	G00270	AA	,,,VMP,
1	19	ἔστω			εἰμί	G15100	V	MPA3,,S,
1	19	δὲ			δέ	G11610	CC	,,,,,,,
1	19	πᾶς			πᾶς	G39560	EQ	,,,NMS,
1	19	ἄνθρωπος			ἄνθρωπος	G04440	N	,,,,NMS,
1	19	ταχὺς			ταχύς	G50360	NP	,,,NMS,
1	19	εἰς			εἰς	G15190	P	,,,,A,,,
1	19	τὸ			ὁ	G35880	RD	,,,ANS,
1	19	ἀκοῦσαι		,	ἀκούω	G01910	V	NAA,,,,,
1	19	βραδὺς			βραδύς	G10210	NP	,,,NMS,
1	19	εἰς			εἰς	G15190	P	,,,,A,,,
1	19	τὸ			ὁ	G35880	RD	,,,ANS,
1	19	λαλῆσαι		,	λαλέω	G29800	V	NAA,,,,,
1	19	βραδὺς			βραδύς	G10210	NP	,,,NMS,
1	19	εἰς			εἰς	G15190	P	,,,,A,,,
1	19	ὀργήν		;	ὀργή	G37090	N	,,,,AFS,
1	20	ὀργὴ			ὀργή	G37090	N	,,,,NFS,
1	20	γὰρ			γάρ	G10630	CC	,,,,,,,
1	20	ἀνδρὸς		,	ἀνήρ	G04350	N	,,,,GMS,
1	20	δικαιοσύνην			δικαιοσύνη	G13430	N	,,,,AFS,
1	20	Θεοῦ			θεός	G23160	N	,,,,GMS,
1	20	οὐκ			οὐ	G37560	D	,,,,,,,,
1	20	ἐργάζεται		.	ἐργάζομαι	G20380	V	IPM3,,S,
1	21	διὸ			διό	G13520	CC	,,,,,,,
1	21	ἀποθέμενοι			ἀποτίθημι	G06590	V	PAM,NMP,
1	21	πᾶσαν			πᾶς	G39560	EQ	,,,AFS,
1	21	ῥυπαρίαν			ῥυπαρία	G45070	N	,,,,AFS,
1	21	καὶ			καί	G25320	CC	,,,,,,,
1	21	περισσείαν			περισσεία	G40500	N	,,,,AFS,
1	21	κακίας		,	κακία	G25490	N	,,,,GFS,
1	21	ἐν			ἐν	G17220	P	,,,,D,,,
1	21	πραΰτητι			πραΰτης	G42400	N	,,,,DFS,
1	21	δέξασθε			δέχομαι	G12090	V	MAM2,,P,
1	21	τὸν			ὁ	G35880	EA	,,,AMS,
1	21	ἔμφυτον			ἔμφυτος	G17210	AA	,,,AMS,
1	21	λόγον		,	λόγος	G30560	N	,,,,AMS,
1	21	τὸν			ὁ	G35880	RD	,,,AMS,
1	21	δυνάμενον			δύναμαι	G14100	V	PPM,AMS,
1	21	σῶσαι			σῴζω	G49820	V	NAA,,,,,
1	21	τὰς			ὁ	G35880	EA	,,,AFP,
1	21	ψυχὰς			ψυχή	G55900	N	,,,,AFP,
1	21	ὑμῶν		.	σύ	G47710	RP	,,2G,P,
1	22	γίνεσθε			γίνομαι	G10960	V	MPM2,,P,
1	22	δὲ			δέ	G11610	CC	,,,,,,,
1	22	ποιηταὶ			ποιητής	G41630	N	,,,,NMP,
1	22	λόγου		,	λόγος	G30560	N	,,,,GMS,
1	22	καὶ			καί	G25320	CC	,,,,,,,
1	22	μὴ			μή	G33610	D	,,,,,,,,
1	22	μόνον			μόνον	G34400	D	,,,,,,,,
1	22	ἀκροαταὶ			ἀκροατής	G02020	N	,,,,NMP,
1	22	παραλογιζόμενοι			παραλογίζομαι	G38840	V	PPM,NMP,
1	22	ἑαυτούς		.	ἑαυτοῦ	G14380	RE	,,2AMP,
1	23	ὅτι			ὅτι	G37540	CS	,,,,,,,
1	23	εἴ			εἰ	G14870	CS	,,,,,,,
1	23	τις			τις	G51000	RI	,,,NMS,
1	23	ἀκροατὴς			ἀκροατής	G02020	N	,,,,NMS,
1	23	λόγου			λόγος	G30560	N	,,,,GMS,
1	23	ἐστὶν		,	εἰμί	G15100	V	IPA3,,S,
1	23	καὶ			καί	G25320	CC	,,,,,,,
1	23	οὐ			οὐ	G37560	D	,,,,,,,,
1	23	ποιητής		,	ποιητής	G41630	N	,,,,NMS,
1	23	οὗτος			οὗτος	G37780	RD	,,,NMS,
1	23	ἔοικεν			εἴκω	G15030	V	IEA3,,S,
1	23	ἀνδρὶ			ἀνήρ	G04350	N	,,,,DMS,
1	23	κατανοοῦντι			κατανοέω	G26570	V	PPA,DMS,
1	23	τὸ			ὁ	G35880	EP	,,,ANS,
1	23	πρόσωπον			πρόσωπον	G43830	N	,,,,ANS,
1	23	τῆς			ὁ	G35880	EA	,,,GFS,
1	23	γενέσεως			γένεσις	G10780	N	,,,,GFS,
1	23	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	23	ἐν			ἐν	G17220	P	,,,,D,,,
1	23	ἐσόπτρῳ		.	ἔσοπτρον	G20720	N	,,,,DNS,
1	24	κατενόησεν			κατανοέω	G26570	V	IAA3,,S,
1	24	γὰρ			γάρ	G10630	CC	,,,,,,,
1	24	ἑαυτὸν			ἑαυτοῦ	G14380	RE	,,3AMS,
1	24	καὶ			καί	G25320	CC	,,,,,,,
1	24	ἀπελήλυθεν		,	ἀπέρχομαι	G05650	V	IEA3,,S,
1	24	καὶ			καί	G25320	CC	,,,,,,,
1	24	εὐθέως			εὐθέως	G21120	D	,,,,,,,,
1	24	ἐπελάθετο			ἐπιλανθάνομαι	G19500	V	IAM3,,S,
1	24	ὁποῖος			ὁποῖος	G36970	RT	,,,NMS,
1	24	ἦν		.	εἰμί	G15100	V	IIA3,,S,
1	25	ὁ			ὁ	G35880	RD	,,,NMS,
1	25	δὲ			δέ	G11610	CC	,,,,,,,
1	25	παρακύψας			παρακύπτω	G38790	V	PAA,NMS,
1	25	εἰς			εἰς	G15190	P	,,,,A,,,
1	25	νόμον			νόμος	G35510	N	,,,,AMS,
1	25	τέλειον		,	τέλειος	G50460	AA	,,,AMS,
1	25	τὸν			ὁ	G35880	RD	,,,AMS,
1	25	τῆς			ὁ	G35880	EA	,,,GFS,
1	25	ἐλευθερίας		,	ἐλευθερία	G16570	N	,,,,GFS,
1	25	καὶ			καί	G25320	CC	,,,,,,,
1	25	παραμείνας		,	παραμένω	G38870	V	PAA,NMS,
1	25	οὐκ			οὐ	G37560	D	,,,,,,,,
1	25	ἀκροατὴς			ἀκροατής	G02020	N	,,,,NMS,
1	25	ἐπιλησμονῆς			ἐπιλησμονή	G19530	N	,,,,GFS,
1	25	γενόμενος		,	γίνομαι	G10960	V	PAM,NMS,
1	25	ἀλλὰ			ἀλλά	G02350	CC	,,,,,,,
1	25	ποιητὴς			ποιητής	G41630	N	,,,,NMS,
1	25	ἔργου		,	ἔργον	G20410	N	,,,,GNS,
1	25	οὗτος			οὗτος	G37780	RD	,,,NMS,
1	25	μακάριος			μακάριος	G31070	NP	,,,NMS,
1	25	ἐν			ἐν	G17220	P	,,,,D,,,
1	25	τῇ			ὁ	G35880	EA	,,,DFS,
1	25	ποιήσει			ποίησις	G41620	N	,,,,DFS,
1	25	αὐτοῦ			αὐτός	G08460	RP	,,3GMS,
1	25	ἔσται		.	εἰμί	G15100	V	IFM3,,S,
1	26	εἴ			εἰ	G14870	CS	,,,,,,,
1	26	τις			τις	G51000	RI	,,,NMS,
1	26	δοκεῖ			δοκέω	G13800	V	IPA3,,S,
1	26	θρησκὸς			θρησκός	G23570	NP	,,,NMS,
1	26	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
1	26	μὴ			μή	G33610	DO	,,,,,,,
1	26	χαλιναγωγῶν			χαλιναγωγέω	G54680	V	PPA,NMS,
1	26	γλῶσσαν			γλῶσσα	G11000	N	,,,,AFS,
1	26	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
1	26	ἀλλὰ			ἀλλά	G02350	CO	,,,,,,,
1	26	ἀπατῶν			ἀπατάω	G05380	V	PPA,NMS,
1	26	καρδίαν			καρδία	G25880	N	,,,,AFS,
1	26	αὐτοῦ		,	αὐτός	G08460	RP	,,3GMS,
1	26	τούτου			οὗτος	G37780	RD	,,,GMS,
1	26	μάταιος			μάταιος	G31520	NP	,,,NFS,
1	26	ἡ			ὁ	G35880	EP	,,,NFS,
1	26	θρησκεία		.	θρησκεία	G23560	N	,,,,NFS,
1	27	θρησκεία			θρησκεία	G23560	N	,,,,NFS,
1	27	καθαρὰ			καθαρός	G25130	AA	,,,NFS,
1	27	καὶ			καί	G25320	CC	,,,,,,,
1	27	ἀμίαντος			ἀμίαντος	G02830	AA	,,,NFS,
1	27	παρὰ			παρά	G38440	P	,,,,D,,,
1	27	τῷ			ὁ	G35880	EP	,,,DMS,
1	27	Θεῷ			θεός	G23160	N	,,,,DMS,
1	27	καὶ			καί	G25320	D	,,,,,,,,
1	27	Πατρί			πατήρ	G39620	N	,,,,DMS,
1	27	αὕτη			οὗτος	G37780	RD	,,,NFS,
1	27	ἐστίν		:	εἰμί	G15100	V	IPA3,,S,
1	27	ἐπισκέπτεσθαι			ἐπισκέπτομαι	G19800	V	NPM,,,,,
1	27	ὀρφανοὺς			ὀρφανός	G37370	NS	,,,AMP,
1	27	καὶ			καί	G25320	CC	,,,,,,,
1	27	χήρας			χήρα	G55030	N	,,,,AFP,
1	27	ἐν			ἐν	G17220	P	,,,,D,,,
1	27	τῇ			ὁ	G35880	EA	,,,DFS,
1	27	θλίψει			θλῖψις	G23470	N	,,,,DFS,
1	27	αὐτῶν		,	αὐτός	G08460	RP	,,3GMP,
1	27	ἄσπιλον			ἄσπιλος	G07840	NS	,,,AMS,
1	27	ἑαυτὸν			ἑαυτοῦ	G14380	RE	,,3AMS,
1	27	τηρεῖν			τηρέω	G50830	V	NPA,,,,,
1	27	ἀπὸ			ἀπό	G05750	P	,,,,G,,,
1	27	τοῦ			ὁ	G35880	EA	,,,GMS,
1	27	κόσμου		.	κόσμος	G28890	N	,,,,GMS,
2	1	ἀδελφοί			ἀδελφός	G00800	N	,,,,VMP,
2	1	μου		,	ἐγώ	G14730	RP	,,1G,S,
2	1	μὴ			μή	G33610	D	,,,,,,,,
2	1	ἐν			ἐν	G17220	P	,,,,D,,,
2	1	προσωπολημψίαις			προσωπολημψία	G43820	N	,,,,DFP,
2	1	ἔχετε			ἔχω	G21920	V	MPA2,,P,
2	1	τὴν			ὁ	G35880	EA	,,,AFS,
2	1	πίστιν			πίστις	G41020	N	,,,,AFS,
2	1	τοῦ			ὁ	G35880	EA	,,,GMS,
2	1	Κυρίου			κύριος	G29620	N	,,,,GMS,
2	1	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
2	1	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
2	1	Χριστοῦ		,	χριστός	G55470	N	,,,,GMS,
2	1	τῆς			ὁ	G35880	EA	,,,GFS,
2	1	δόξης		.	δόξα	G13910	N	,,,,GFS,
2	2	ἐὰν			ἐάν	G14370	CS	,,,,,,,
2	2	γὰρ			γάρ	G10630	CC	,,,,,,,
2	2	εἰσέλθῃ			εἰσέρχομαι	G15250	V	SAA3,,S,
2	2	εἰς			εἰς	G15190	P	,,,,A,,,
2	2	συναγωγὴν			συναγωγή	G48640	N	,,,,AFS,
