C	V	Word	Previous	Next	Lemma	ESN	Role	Morphology
1	9	ἐλέγχειν		.	ἐλέγχω	G16510	V	NPA,,,,,
1	10	εἰσὶν			εἰμί	G15100	V	IPA3,,P,
1	10	γὰρ			γάρ	G10630	CC	,,,,,,,
1	10	πολλοὶ			πολλός	G41830	RI	,,,NMP,
1	10	καὶ			καί	G25320	D	,,,,,,,,
1	10	ἀνυπότακτοι		,	ἀνυπότακτος	G05060	NS	,,,NMP,
1	10	ματαιολόγοι		,	ματαιολόγος	G31510	NS	,,,NMP,
1	10	καὶ			καί	G25320	CC	,,,,,,,
1	10	φρεναπάται		,	φρεναπάτης	G54230	N	,,,,NMP,
1	10	μάλιστα			μάλιστα	G31220	D	,,,,,,,S
1	10	οἱ			ὁ	G35880	EA	,,,NMP,
1	10	ἐκ			ἐκ	G15370	P	,,,,G,,,
1	10	τῆς			ὁ	G35880	EA	,,,GFS,
1	10	περιτομῆς		,	περιτομή	G40610	N	,,,,GFS,
1	11	οὓς			ὅς	G37390	RR	,,,AMP,
1	11	δεῖ			δέω	G12100	V	IPA3,,S,
1	11	ἐπιστομίζειν		,	ἐπιστομίζω	G19930	V	NPA,,,,,
1	11	οἵτινες			ὅστις	G37480	RR	,,,NMP,
1	11	ὅλους			ὅλος	G36500	EQ	,,,AMP,
1	11	οἴκους			οἶκος	G36240	N	,,,,AMP,
1	11	ἀνατρέπουσιν		,	ἀνατρέπω	G03960	V	IPA3,,P,
1	11	διδάσκοντες			διδάσκω	G13210	V	PPA,NMP,
1	11	ἃ			ὅς	G37390	RD	,,,ANP,
1	11	μὴ			μή	G33610	D	,,,,,,,,
1	11	δεῖ		,	δέω	G12100	V	IPA3,,S,
1	11	αἰσχροῦ			αἰσχρός	G01500	AA	,,,GNS,
1	11	κέρδους			κέρδος	G27710	N	,,,,GNS,
1	11	χάριν		.	χάριν	G54840	PI	,,,G,,,
1	12	εἶπέν			λέγω	G30040	V	IAA3,,S,
1	12	τις			τις	G51000	RI	,,,NMS,
1	12	ἐξ			ἐκ	G15370	P	,,,,G,,,
1	12	αὐτῶν		,	αὐτός	G08460	RP	,,3GMP,
1	12	ἴδιος			ἴδιος	G23980	RD	,,,NMS,
1	12	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
1	12	προφήτης		,	προφήτης	G43960	N	,,,,NMS,
1	12	Κρῆτες			Κρής	G29120	N	,,,,NMP,
1	12	ἀεὶ			ἀεί	G01040	D	,,,,,,,,
1	12	ψεῦσται		,	ψεύστης	G55830	N	,,,,NMP,
1	12	κακὰ			κακός	G25560	AA	,,,NNP,
1	12	θηρία		,	θηρίον	G23420	N	,,,,NNP,
1	12	γαστέρες			γαστήρ	G10640	N	,,,,NFP,
1	12	ἀργαί		.	ἀργός	G06920	AA	,,,NFP,
1	13	ἡ			ὁ	G35880	EA	,,,NFS,
1	13	μαρτυρία			μαρτυρία	G31410	N	,,,,NFS,
1	13	αὕτη			οὗτος	G37780	ED	,,,NFS,
1	13	ἐστὶν			εἰμί	G15100	V	IPA3,,S,
1	13	ἀληθής		.	ἀληθής	G02270	NP	,,,NFS,
1	13	δι’			διά	G12230	P	,,,,A,,,
1	13	ἣν			ὅς	G37390	ER	,,,AFS,
1	13	αἰτίαν			αἰτία	G01560	N	,,,,AFS,
1	13	ἔλεγχε			ἐλέγχω	G16510	V	MPA2,,S,
1	13	αὐτοὺς			αὐτός	G08460	RP	,,3AMP,
1	13	ἀποτόμως		,	ἀποτόμως	G06640	D	,,,,,,,,
1	13	ἵνα			ἵνα	G24430	CS	,,,,,,,
1	13	ὑγιαίνωσιν			ὑγιαίνω	G51980	V	SPA3,,P,
1	13	ἐν			ἐν	G17220	P	,,,,D,,,
1	13	τῇ			ὁ	G35880	EA	,,,DFS,
1	13	πίστει		,	πίστις	G41020	N	,,,,DFS,
1	14	μὴ			μή	G33610	D	,,,,,,,,
1	14	προσέχοντες			προσέχω	G43370	V	PPA,NMP,
1	14	Ἰουδαϊκοῖς			Ἰουδαϊκός	G24510	AA	,,,DMP,
1	14	μύθοις			μῦθος	G34540	N	,,,,DMP,
1	14	καὶ			καί	G25320	CC	,,,,,,,
1	14	ἐντολαῖς			ἐντολή	G17850	N	,,,,DFP,
1	14	ἀνθρώπων		,	ἄνθρωπος	G04440	N	,,,,GMP,
1	14	ἀποστρεφομένων			ἀποστρέφω	G06540	V	PPM,GMP,
1	14	τὴν			ὁ	G35880	EA	,,,AFS,
1	14	ἀλήθειαν		.	ἀλήθεια	G02250	N	,,,,AFS,
1	15	πάντα			πᾶς	G39560	RI	,,,NNP,
1	15	καθαρὰ			καθαρός	G25130	NP	,,,NNP,
1	15	τοῖς			ὁ	G35880	EA	,,,DMP,
1	15	καθαροῖς		;	καθαρός	G25130	NS	,,,DMP,
1	15	τοῖς			ὁ	G35880	EA	,,,DMP,
1	15	δὲ			δέ	G11610	CC	,,,,,,,
1	15	μεμιαμμένοις			μιαίνω	G33920	V	PEP,DMP,
1	15	καὶ			καί	G25320	CC	,,,,,,,
1	15	ἀπίστοις		,	ἄπιστος	G05710	NS	,,,DMP,
1	15	οὐδὲν			οὐδείς	G37620	RI	,,,NNS,
1	15	καθαρόν		;	καθαρός	G25130	NP	,,,NNS,
1	15	ἀλλὰ			ἀλλά	G02350	CC	,,,,,,,
1	15	μεμίανται			μιαίνω	G33920	V	IEP3,,S,
1	15	αὐτῶν			αὐτός	G08460	RP	,,3GMP,
1	15	καὶ			καί	G25320	DO	,,,,,,,
1	15	ὁ			ὁ	G35880	EA	,,,NMS,
1	15	νοῦς		,	νοῦς	G35630	N	,,,,NMS,
1	15	καὶ			καί	G25320	CO	,,,,,,,
1	15	ἡ			ὁ	G35880	EA	,,,NFS,
1	15	συνείδησις		.	συνείδησις	G48930	N	,,,,NFS,
1	16	Θεὸν			θεός	G23160	N	,,,,AMS,
1	16	ὁμολογοῦσιν			ὁμολογέω	G36700	V	IPA3,,P,
1	16	εἰδέναι		,	εἴδω	G14920	V	NEA,,,,,
1	16	τοῖς			ὁ	G35880	EA	,,,DNP,
1	16	δὲ			δέ	G11610	CC	,,,,,,,
1	16	ἔργοις			ἔργον	G20410	N	,,,,DNP,
1	16	ἀρνοῦνται		,	ἀρνέομαι	G07200	V	IPM3,,P,
1	16	βδελυκτοὶ			βδελυκτός	G09470	NS	,,,NMP,
1	16	ὄντες			εἰμί	G15100	V	PPA,NMP,
1	16	καὶ			καί	G25320	CC	,,,,,,,
1	16	ἀπειθεῖς		,	ἀπειθής	G05450	NS	,,,NMP,
1	16	καὶ			καί	G25320	CC	,,,,,,,
1	16	πρὸς			πρός	G43140	P	,,,,A,,,
1	16	πᾶν			πᾶς	G39560	EQ	,,,ANS,
1	16	ἔργον			ἔργον	G20410	N	,,,,ANS,
1	16	ἀγαθὸν			ἀγαθός	G00180	AA	,,,ANS,
1	16	ἀδόκιμοι		.	ἀδόκιμος	G00960	NS	,,,NMP,
2	1	σὺ			σύ	G47710	RP	,,2N,S,
2	1	δὲ			δέ	G11610	CC	,,,,,,,
2	1	λάλει			λαλέω	G29800	V	MPA2,,S,
2	1	ἃ			ὅς	G37390	RD	,,,ANP,
2	1	πρέπει			πρέπω	G42410	V	IPA3,,S,
2	1	τῇ			ὁ	G35880	EA	,,,DFS,
2	1	ὑγιαινούσῃ			ὑγιαίνω	G51980	V	PPA,DFS,
2	1	διδασκαλίᾳ		.	διδασκαλία	G13190	N	,,,,DFS,
2	2	πρεσβύτας			πρεσβύτης	G42460	N	,,,,AMP,
2	2	νηφαλίους			νηφάλιος	G35240	NS	,,,AMP,
2	2	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
2	2	σεμνούς		,	σεμνός	G45860	NP	,,,AMP,
2	2	σώφρονας		,	σώφρων	G49980	NS	,,,AMP,
2	2	ὑγιαίνοντας			ὑγιαίνω	G51980	V	PPA,AMP,
2	2	τῇ			ὁ	G35880	EA	,,,DFS,
2	2	πίστει		,	πίστις	G41020	N	,,,,DFS,
2	2	τῇ			ὁ	G35880	EA	,,,DFS,
2	2	ἀγάπῃ		,	ἀγάπη	G00260	N	,,,,DFS,
2	2	τῇ			ὁ	G35880	EA	,,,DFS,
2	2	ὑπομονῇ		.	ὑπομονή	G52810	N	,,,,DFS,
2	3	πρεσβύτιδας			πρεσβῦτις	G42470	N	,,,,AFP,
2	3	ὡσαύτως			ὡσαύτως	G56150	D	,,,,,,,,
2	3	ἐν			ἐν	G17220	P	,,,,D,,,
2	3	καταστήματι			κατάστημα	G26880	N	,,,,DNS,
2	3	ἱεροπρεπεῖς		,	ἱεροπρεπής	G24120	NS	,,,AFP,
2	3	μὴ			μή	G33610	D	,,,,,,,,
2	3	διαβόλους		,	διάβολος	G12280	NS	,,,AFP,
2	3	μηδὲ			μηδέ	G33660	D	,,,,,,,,
2	3	οἴνῳ			οἶνος	G36310	N	,,,,DMS,
2	3	πολλῷ			πολλός	G41830	EQ	,,,DMS,
2	3	δεδουλωμένας		,	δουλόω	G14020	V	PEP,AFP,
2	3	καλοδιδασκάλους		,	καλοδιδάσκαλος	G25670	NS	,,,AFP,
2	4	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	4	σωφρονίζωσι			σωφρονίζω	G49940	V	SPA3,,P,
2	4	τὰς			ὁ	G35880	EA	,,,AFP,
2	4	νέας		,	νέος	G35010	NS	,,,AFP,
2	4	φιλάνδρους			φίλανδρος	G53620	NS	,,,AFP,
2	4	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
2	4	φιλοτέκνους		,	φιλότεκνος	G53880	NS	,,,AFP,
2	5	σώφρονας		,	σώφρων	G49980	NS	,,,AFP,
2	5	ἁγνάς		,	ἁγνός	G00530	NS	,,,AFP,
2	5	οἰκουργούς		,	οἰκουργός	G36260	NS	,,,AFP,
2	5	ἀγαθάς		,	ἀγαθός	G00180	NS	,,,AFP,
2	5	ὑποτασσομένας			ὑποτάσσω	G52930	V	PPP,AFP,
2	5	τοῖς			ὁ	G35880	EA	,,,DMP,
2	5	ἰδίοις			ἴδιος	G23980	EF	,,,DMP,
2	5	ἀνδράσιν		,	ἀνήρ	G04350	N	,,,,DMP,
2	5	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	5	μὴ			μή	G33610	D	,,,,,,,,
2	5	ὁ			ὁ	G35880	EA	,,,NMS,
2	5	λόγος			λόγος	G30560	N	,,,,NMS,
2	5	τοῦ			ὁ	G35880	EA	,,,GMS,
2	5	Θεοῦ			θεός	G23160	N	,,,,GMS,
2	5	βλασφημῆται		.	βλασφημέω	G09870	V	SPP3,,S,
2	6	τοὺς			ὁ	G35880	EA	,,,AMP,
2	6	νεωτέρους			νεώτερος	G35125	AA	,,,AMPC
2	6	ὡσαύτως			ὡσαύτως	G56150	D	,,,,,,,,
2	6	παρακάλει		,	παρακαλέω	G38700	V	MPA2,,S,
2	6	σωφρονεῖν		;	σωφρονέω	G49930	V	NPA,,,,,
2	7	περὶ			περί	G40120	P	,,,,A,,,
2	7	πάντα			πᾶς	G39560	RI	,,,ANP,
2	7	σεαυτὸν			σεαυτοῦ	G45720	RE	,,2AMS,
2	7	παρεχόμενος			παρέχω	G39300	V	PPM,NMS,
2	7	τύπον			τύπος	G51790	N	,,,,AMS,
2	7	καλῶν			καλός	G25700	AA	,,,GNP,
2	7	ἔργων		,	ἔργον	G20410	N	,,,,GNP,
2	7	ἐν			ἐν	G17220	P	,,,,D,,,
2	7	τῇ			ὁ	G35880	EA	,,,DFS,
2	7	διδασκαλίᾳ			διδασκαλία	G13190	N	,,,,DFS,
2	7	ἀφθορίαν		,	ἀφθορία	G08627	N	,,,,AFS,
2	7	σεμνότητα		,	σεμνότης	G45870	N	,,,,AFS,
2	8	λόγον			λόγος	G30560	N	,,,,AMS,
2	8	ὑγιῆ		,	ὑγιής	G51990	AA	,,,AMS,
2	8	ἀκατάγνωστον		,	ἀκατάγνωστος	G01760	NS	,,,AMS,
2	8	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	8	ὁ			ὁ	G35880	EA	,,,NMS,
2	8	ἐξ			ἐκ	G15370	P	,,,,G,,,
2	8	ἐναντίας			ἐναντίος	G17270	NS	,,,GFS,
2	8	ἐντραπῇ		,	ἐντρέπω	G17880	V	SAP3,,S,
2	8	μηδὲν			μηδείς	G33670	RI	,,,ANS,
2	8	ἔχων			ἔχω	G21920	V	PPA,NMS,
2	8	λέγειν			λέγω	G30040	V	NPA,,,,,
2	8	περὶ			περί	G40120	P	,,,,G,,,
2	8	ἡμῶν			ἐγώ	G14730	RP	,,1G,P,
2	8	φαῦλον		.	φαῦλος	G53370	NS	,,,ANS,
2	9	δούλους			δοῦλος	G14010	N	,,,,AMP,
2	9	ἰδίοις			ἴδιος	G23980	EF	,,,DMP,
2	9	δεσπόταις			δεσπότης	G12030	N	,,,,DMP,
2	9	ὑποτάσσεσθαι			ὑποτάσσω	G52930	V	NPM,,,,,
2	9	ἐν			ἐν	G17220	P	,,,,D,,,
2	9	πᾶσιν		,	πᾶς	G39560	RI	,,,DNP,
2	9	εὐαρέστους			εὐάρεστος	G21010	NP	,,,AMP,
2	9	εἶναι		,	εἰμί	G15100	V	NPA,,,,,
2	9	μὴ			μή	G33610	D	,,,,,,,,
2	9	ἀντιλέγοντας		,	ἀντιλέγω	G04830	V	PPA,AMP,
2	10	μὴ			μή	G33610	D	,,,,,,,,
2	10	νοσφιζομένους		,	νοσφίζω	G35570	V	PPM,AMP,
2	10	ἀλλὰ			ἀλλά	G02350	CC	,,,,,,,
2	10	πᾶσαν			πᾶς	G39560	EQ	,,,AFS,
2	10	πίστιν			πίστις	G41020	N	,,,,AFS,
2	10	ἐνδεικνυμένους			ἐνδείκνυμι	G17310	V	PPM,AMP,
2	10	ἀγαθήν		,	ἀγαθός	G00180	NS	,,,AFS,
2	10	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	10	τὴν			ὁ	G35880	EA	,,,AFS,
2	10	διδασκαλίαν			διδασκαλία	G13190	N	,,,,AFS,
2	10	τὴν			ὁ	G35880	EA	,,,AFS,
2	10	τοῦ			ὁ	G35880	EA	,,,GMS,
2	10	Σωτῆρος			σωτήρ	G49900	N	,,,,GMS,
2	10	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
2	10	Θεοῦ		,	θεός	G23160	N	,,,,GMS,
2	10	κοσμῶσιν			κοσμέω	G28850	V	SPA3,,P,
2	10	ἐν			ἐν	G17220	P	,,,,D,,,
2	10	πᾶσιν		.	πᾶς	G39560	RI	,,,DNP,
2	11	ἐπεφάνη			ἐπιφαίνω	G20140	V	IAP3,,S,
2	11	γὰρ			γάρ	G10630	CC	,,,,,,,
2	11	ἡ			ὁ	G35880	EA	,,,NFS,
2	11	χάρις			χάρις	G54850	N	,,,,NFS,
2	11	τοῦ			ὁ	G35880	EA	,,,GMS,
2	11	Θεοῦ		,	θεός	G23160	N	,,,,GMS,
2	11	σωτήριος			σωτήριος	G49920	NS	,,,NMS,
2	11	πᾶσιν			πᾶς	G39560	EQ	,,,DMP,
2	11	ἀνθρώποις		,	ἄνθρωπος	G04440	N	,,,,DMP,
2	12	παιδεύουσα			παιδεύω	G38110	V	PPA,NFS,
2	12	ἡμᾶς		,	ἐγώ	G14730	RP	,,1A,P,
2	12	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	12	ἀρνησάμενοι			ἀρνέομαι	G07200	V	PAM,NMP,
2	12	τὴν			ὁ	G35880	EA	,,,AFS,
2	12	ἀσέβειαν			ἀσέβεια	G07630	N	,,,,AFS,
2	12	καὶ			καί	G25320	CC	,,,,,,,
2	12	τὰς			ὁ	G35880	EA	,,,AFP,
2	12	κοσμικὰς			κοσμικός	G28860	AA	,,,AFP,
2	12	ἐπιθυμίας		,	ἐπιθυμία	G19390	N	,,,,AFP,
2	12	σωφρόνως			σωφρόνως	G49960	D	,,,,,,,,
2	12	καὶ			καί	G25320	CC	,,,,,,,
2	12	δικαίως		,	δικαίως	G13460	D	,,,,,,,,
2	12	καὶ			καί	G25320	CC	,,,,,,,
2	12	εὐσεβῶς		,	εὐσεβῶς	G21530	D	,,,,,,,,
2	12	ζήσωμεν			ζάω	G21980	V	SAA1,,P,
2	12	ἐν			ἐν	G17220	P	,,,,D,,,
2	12	τῷ			ὁ	G35880	EA	,,,DMS,
2	12	νῦν			νῦν	G35680	D	,,,,,,,,
2	12	αἰῶνι		;	αἰών	G01650	N	,,,,DMS,
2	13	προσδεχόμενοι			προσδέχομαι	G43270	V	PPM,NMP,
2	13	τὴν			ὁ	G35880	EA	,,,AFS,
2	13	μακαρίαν			μακάριος	G31070	AA	,,,AFS,
2	13	ἐλπίδα		,	ἐλπίς	G16800	N	,,,,AFS,
2	13	καὶ			καί	G25320	CC	,,,,,,,
2	13	ἐπιφάνειαν			ἐπιφάνεια	G20150	N	,,,,AFS,
2	13	τῆς			ὁ	G35880	EA	,,,GFS,
2	13	δόξης			δόξα	G13910	N	,,,,GFS,
2	13	τοῦ			ὁ	G35880	EA	,,,GMS,
2	13	μεγάλου			μέγας	G31730	AA	,,,GMS,
2	13	Θεοῦ			θεός	G23160	N	,,,,GMS,
2	13	καὶ			καί	G25320	CC	,,,,,,,
2	13	Σωτῆρος			σωτήρ	G49900	N	,,,,GMS,
2	13	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
2	13	Ἰησοῦ			Ἰησοῦς	G24240	N	,,,,GMS,
2	13	Χριστοῦ		;	χριστός	G55470	N	,,,,GMS,
2	14	ὃς			ὅς	G37390	RR	,,,NMS,
2	14	ἔδωκεν			δίδωμι	G13250	V	IAA3,,S,
2	14	ἑαυτὸν			ἑαυτοῦ	G14380	RE	,,3AMS,
2	14	ὑπὲρ			ὑπέρ	G52280	P	,,,,G,,,
2	14	ἡμῶν		,	ἐγώ	G14730	RP	,,1G,P,
2	14	ἵνα			ἵνα	G24430	CS	,,,,,,,
2	14	λυτρώσηται			λυτρόω	G30840	V	SAM3,,S,
2	14	ἡμᾶς			ἐγώ	G14730	RP	,,1A,P,
2	14	ἀπὸ			ἀπό	G05750	P	,,,,G,,,
